num_nodes,num_edges,dijkstra_avg_ms,bellman_ford_avg_ms,repeats
100,400,0.08326000533998013,0.14105995651334524,5
500,2000,0.617580022662878,1.0104599874466658,5
1000,4000,1.4767999993637204,2.2210000082850456,5
5000,20000,9.215920022688806,13.36737999226898,5
10000,40000,24.896060000173748,32.85089994315058,5
